	Kingdom	Phyllum	Class	Order	Family	Genus	Species	Bd_inhib
ZOTU1036	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	no_unhib
ZOTU21439	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	no_unhib
ZOTU14988	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU7248	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU6050	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU21218	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU16017	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU9991	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU11294	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU5945	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU18779	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU20869	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU20482	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU5583	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU17075	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU8078	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU19359	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU16421	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU11719	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU8053	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU4746	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU13789	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU12734	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU13253	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU15983	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU16280	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU18853	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU17104	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU15784	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU20298	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU17032	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU15632	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU9708	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU13401	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU17326	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU14666	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU15412	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU5955	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU18051	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	no_unhib
ZOTU22038	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__groundwater_metagenome	no_unhib
ZOTU9977	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__groundwater_metagenome	no_unhib
ZOTU13583	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__groundwater_metagenome	no_unhib
ZOTU17665	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__groundwater_metagenome	no_unhib
ZOTU6373	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__metagenome	no_unhib
ZOTU5657	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__metagenome	no_unhib
ZOTU12621	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__metagenome	no_unhib
ZOTU15707	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__metagenome	no_unhib
ZOTU20517	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__metagenome	no_unhib
ZOTU19568	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__metagenome	no_unhib
ZOTU19753	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__metagenome	no_unhib
ZOTU1914	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU6728	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU14905	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU9190	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU6297	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU1795	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU14205	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU5837	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU11270	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU17473	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU14837	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU21016	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU12370	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU15396	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU15639	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU14897	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU21176	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU15880	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU4192	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU13958	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU21576	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU19651	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU7887	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU6778	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU9484	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU21316	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU14911	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU13802	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU14224	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU18697	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU18339	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU16409	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU12985	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU15065	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU12121	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU3549	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU9144	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU19224	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU18379	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU21277	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU16801	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU12073	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU6743	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU5106	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU17661	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU16373	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU6438	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU7659	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_bacterium	no_unhib
ZOTU19940	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	f__Candidatus_Kaiserbacteria	g__Candidatus_Kaiserbacteria	s__uncultured_soil	no_unhib
ZOTU16662	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	no_unhib
ZOTU3705	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	no_unhib
ZOTU5995	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	no_unhib
ZOTU14698	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	no_unhib
ZOTU17027	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	no_unhib
ZOTU1839	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	no_unhib
ZOTU6351	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	no_unhib
ZOTU10217	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	no_unhib
ZOTU10574	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	no_unhib
ZOTU17808	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	no_unhib
ZOTU15538	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	no_unhib
ZOTU7282	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	o__Candidatus_Kaiserbacteria	no_unhib
ZOTU13017	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Lloydbacteria	f__Candidatus_Lloydbacteria	g__Candidatus_Lloydbacteria	g__Candidatus_Lloydbacteria	no_unhib
ZOTU12367	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Lloydbacteria	f__Candidatus_Lloydbacteria	g__Candidatus_Lloydbacteria	s__Candidatus_Lloydbacteria	no_unhib
ZOTU4015	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Lloydbacteria	f__Candidatus_Lloydbacteria	g__Candidatus_Lloydbacteria	s__Candidatus_Lloydbacteria	no_unhib
ZOTU8982	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Lloydbacteria	o__Candidatus_Lloydbacteria	o__Candidatus_Lloydbacteria	o__Candidatus_Lloydbacteria	no_unhib
ZOTU4837	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Moranbacteria	f__Candidatus_Moranbacteria	g__Candidatus_Moranbacteria	g__Candidatus_Moranbacteria	no_unhib
ZOTU6141	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Moranbacteria	f__Candidatus_Moranbacteria	g__Candidatus_Moranbacteria	g__Candidatus_Moranbacteria	no_unhib
ZOTU3700	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Moranbacteria	f__Candidatus_Moranbacteria	g__Candidatus_Moranbacteria	g__Candidatus_Moranbacteria	no_unhib
ZOTU2091	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Moranbacteria	f__Candidatus_Moranbacteria	g__Candidatus_Moranbacteria	g__Candidatus_Moranbacteria	no_unhib
ZOTU5640	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Moranbacteria	f__Candidatus_Moranbacteria	g__Candidatus_Moranbacteria	g__Candidatus_Moranbacteria	no_unhib
ZOTU15712	k__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Moranbacteria	f__Candidatus_Moranbacteria	g__Candidatus_Moranbacteria	g__Candidatus_Moranbacteria	no_unhib
